id,name,sex,year,form,house,tutor,dob,age_sept,heritage,home_language,eal,pupil_premium,sen_status,sen_primary_need,avg_working_grade,reading_age,best_subject,weakest_subject,attendance_pct,lates_this_term,behaviour_points,detentions,suspensions,behaviour_tier,attendance_concern,emotionally_based_school_avoidance,description
HAR1780,Waqar Sheikh,M,11,11B,Roding,Mr H. Zaman,2011-06-23,15.2,British Pakistani,Urdu,Yes - developing,Yes,None,,3.8,13y 8m,Media Studies,English Literature,100.0,3,16,2,0,ok,False,False,"Waqar Sheikh is the definition of middle of the road - never in trouble, never top of the class. Working at grade 3.8 on average, with Media Studies the clear strength and English Literature the obvious weak spot. 16 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. 100.0% attendance and always on time. Home is in a two-bed flat with foster carers. The family are on the phone to the office constantly - engaged, if a bit much. Would rather be at football (boys') than in any lesson and says so openly."
HAR1781,Aravinth Rajendran,M,11,11C,Channelsea,Miss O. Delaney,2011-07-13,15.1,Asian Other (Sri Lankan Tamil),Tamil,Yes - fluent,No,SEN Support (K),SpLD - Dyslexia,5.6,14y 7m,English Language,PE (GCSE),95.3,1,2,0,0,good,False,False,"Aravinth Rajendran sits mid-table across the board and is happy there, which frustrates his tutor. Average working grade 5.6. English Language is well above the rest; PE (GCSE) is dragging the profile down. Behaviour record is spotless: 2 points on the system all year. Attendance sits at 95.3% with no unauthorised absence. Lives with both parents and twin sisters in a flat with a lift that never works. Supportive at home, but stretched thin. Would rather be at STEM club than in any lesson and says so openly."
HAR1782,Bradley Beckett,M,11,11C,Channelsea,Miss O. Delaney,2010-12-08,15.7,White British,English,No,No,None,,6.6,16y 8m,Maths,English Language,94.1,1,10,1,0,ok,False,False,"Bradley Beckett has been on the gifted and talented register since Year 7 and has never dropped off it. Average working grade 6.6. Maths is well above the rest; English Language is dragging the profile down. 10 behaviour points, mostly talking, phones and being late to period one. Attendance 94.1%, which the year team are keeping an eye on. Home is in a house with a converted loft room with mum, dad and four siblings. Nobody at home has the confidence to challenge the school, which staff are conscious of. Would rather be at dance troupe than in any lesson and says so openly. Working with the school counsellor weekly."
HAR1783,Nana Appiah,M,11,11C,Channelsea,Miss O. Delaney,2011-08-04,15.1,Black African (Ghanaian),Ewe,Yes - new to English,No,None,,6.7,15y 11m,Combined Science,Computer Science,93.0,1,8,0,0,good,False,False,"Nana Appiah arrived mid-year from Italy (via a Bangladeshi family) and is still finding his feet. Working at grade 6.7 on average, with Combined Science the clear strength and Computer Science the obvious weak spot. 8 points logged, every one of them for uniform or equipment rather than conduct. Attendance has slipped to 93.0% and there's a pattern of Monday mornings. Home is above a shop on the parade with dad and stepmum. English isn't the main language at home, so letters get read by an older sibling. Talks about Leyton Orient constantly, in and out of lesson."
HAR1784,Simone Gordon,F,11,11C,Channelsea,Miss O. Delaney,2010-10-18,15.9,Black Caribbean / Mixed Black Caribbean,Jamaican Patois,No,Yes,SEN Support (K),"SLCN - Speech, Language & Communication",5.9,14y 0m,English Language,Food Prep & Nutrition,94.5,3,69,4,0,mixed,False,False,"Simone Gordon has SLCN - Speech, Language & Communication and does far better with structure, warning of changes and a bit of patience. English Language is her best subject by a distance. Food Prep & Nutrition is the one her tutor has to chase every report. 69 behaviour points, mostly talking, phones and being late to period one. Attendance has slipped to 94.5% and there's a pattern of Monday mornings. Home is in a council flat on the fourth floor with both parents, both working in the family business. English isn't the main language at home, so letters get read by an older sibling. Goes to netball every week without fail."
HAR1785,Aimee Turner,F,11,11C,Channelsea,Miss O. Delaney,2011-03-12,15.5,White British,English,No,Yes,None,,4.8,14y 8m,Maths,English Language,84.1,21,221,21,2,poor,True,False,"Aimee Turner does not walk away from anything, which is most of the problem. Currently 4.8 on average - on target in Maths, a full two grades off in English Language. 221 points, 21 detentions. Told her Head of Year, word for word, that the school could ""do one"" - then apologised properly the next day, which is the frustrating bit. Attendance 84.1%. Two attendance meetings held, one missed by the family. Lives on the houses off Green Street with an older sister who does most of the parenting, in a council flat on the fourth floor. Quietly good at customising trainers, which nobody at school knew until Year 9. Off-site alternative provision two days a week."
HAR1786,Anaya Sekhon,F,11,11C,Channelsea,Miss O. Delaney,2011-08-02,15.1,British Indian,Malayalam,Yes - fluent,Yes,None,,4.0,13y 2m,English Language,Combined Science,90.9,9,89,13,0,mixed,False,False,"Anaya Sekhon is a decent worker who gets by on effort more than natural ability. Average of 4.0 across the board, with a big spread between English Language and Combined Science. 89 behaviour points, mostly talking, phones and being late to period one. 90.9% attendance - enough to trigger a letter home but not a fine. Lives on the Manor Park end with both parents and twin sisters. Supportive at home, but stretched thin. Spends every break on graffiti and lettering."
HAR1787,Sabbir Ali,M,11,11C,Channelsea,Miss O. Delaney,2010-12-24,15.7,British Bangladeshi,Sylheti,No,No,None,,3.1,12y 9m,English Language,Combined Science,93.9,1,62,4,0,mixed,False,False,"Sabbir Ali is significantly behind where he should be and the gap is widening every term. Working at grade 3.1 on average, with English Language the clear strength and Combined Science the obvious weak spot. Reading age of 12y 9m against a chronological age of 15y 8m, which is the root of most of it. 62 behaviour points, mostly talking, phones and being late to period one. Attendance 93.9%. Punctuality is the bigger problem: 1 lates this term. Lives on the towers on Devons Road with both parents, both working in the family business, in a maisonette off the high street. Obsessed with trainspotting to the point of doing homework about it unprompted. Working with the school counsellor weekly."
HAR1788,Stacey Fletcher,F,11,11C,Channelsea,Miss O. Delaney,2010-10-28,15.8,White British,English,No,No,None,,6.0,15y 2m,Design & Technology,Maths,92.5,4,32,4,0,mixed,False,False,"Stacey Fletcher sits mid-table across the board and is happy there, which frustrates her tutor. Working at grade 6.0 on average, with Design & Technology the clear strength and Maths the obvious weak spot. 32 behaviour points, mostly talking, phones and being late to period one. Attendance has slipped to 92.5% and there's a pattern of Monday mornings. Lives on the Bow Common side with dad and stepmum, in a maisonette off the high street. Money is tight and everyone in the house knows it. Talks about pigeons constantly, in and out of lesson."
HAR1789,Erion Krasniqi,M,11,11C,Channelsea,Miss O. Delaney,2010-09-02,16.0,White Other (Albanian),Albanian,No,No,None,,1.9,13y 3m,Maths,History,90.5,10,11,4,0,ok,False,False,"Erion Krasniqi arrived below expectations and, honestly, hasn't closed much ground since. Average of 1.9 across the board, with a big spread between Maths and History. Reading age assessed at 13y 3m. Everything else follows from that. 11 behaviour points, mostly talking, phones and being late to period one. Attendance 90.5%, which the year team are keeping an eye on. At home it's both parents, both working in the family business, in temporary accommodation. Quietly good at West Ham, which nobody at school knew until Year 9."
HAR1790,Farhana Islam,F,11,11C,Channelsea,Miss O. Delaney,2011-06-07,15.2,British Bangladeshi,Sylheti,Yes - developing,No,None,,2.0,12y 7m,Maths,English Language,95.3,1,16,1,0,ok,False,False,"Farhana Islam arrived below expectations and, honestly, hasn't closed much ground since. Reports are consistent: strong in Maths, weak in English Language, average grade 2.0. Literacy is the bottleneck: reading age 12y 7m and handwriting that she's embarrassed about. 16 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance 95.3% - never an issue. Lives with both parents and twin sisters in temporary accommodation. Money is tight and everyone in the house knows it. Quietly good at football stats and fantasy leagues, which nobody at school knew until Year 9."
HAR1791,Jubayer Miah,M,11,11C,Channelsea,Miss O. Delaney,2011-06-20,15.2,British Bangladeshi,Bengali,Yes - developing,No,SEN Support (K),ASD - Autism Spectrum Condition,3.8,11y 0m,Design & Technology,English Language,99.4,0,6,1,0,good,False,False,"Jubayer Miah is on the SEND register for ASD - Autism Spectrum Condition and has a one-page profile all staff are meant to have read. Design & Technology is his best subject by a distance. English Language is the one his tutor has to chase every report. Reading age assessed at 11y 0m. Everything else follows from that. Behaviour record is spotless: 6 points on the system all year. Attendance 99.4% - never an issue. Lives with dad, who works two jobs in a two-bed flat. Nobody at home has the confidence to challenge the school, which staff are conscious of. Talks about cricket constantly, in and out of lesson."
HAR1792,Rakib Chowdhury,M,11,11C,Channelsea,Miss O. Delaney,2011-02-01,15.6,British Bangladeshi,Sylheti,Yes - fluent,No,None,,7.9,16y 7m,English Literature,English Language,97.2,4,1,0,0,good,False,False,"Rakib Chowdhury sits near the front, works from the second the bell goes, and rarely needs telling twice. Average of 7.9 across the board, with a big spread between English Literature and English Language. 1 behaviour points, which for this school is nothing at all. Attendance sits at 97.2% with no unauthorised absence. Lives with foster carers in a flat with a lift that never works. Spends every break on skateboarding."
HAR1793,Aleksandra Kaminski,F,11,11C,Channelsea,Miss O. Delaney,2011-04-02,15.4,White Other (Polish),Polish,Yes - fluent,Yes,SEN Support (K),MLD - Moderate Learning Difficulty,1.8,10y 1m,Combined Science,English Literature,97.4,0,26,2,0,ok,False,False,"Aleksandra Kaminski can do the work when someone sits with her, and almost never does it when nobody does. Combined Science is her best subject by a distance. English Literature is the one her tutor has to chase every report. Reading age of 10y 1m against a chronological age of 15y 5m, which is the root of most of it. 26 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. 97.4% attendance and always on time. Lives with mum only in a one-bed with the living room as a bedroom. It's a full house and a quiet space to do homework doesn't really exist. Spends every break on cricket."
HAR1794,Elena Barbu,F,11,11C,Channelsea,Miss O. Delaney,2011-03-06,15.5,White Other (Romanian),Romani,No,Yes,None,,7.3,15y 10m,English Literature,English Language,92.8,1,20,3,0,ok,False,False,"Elena Barbu reads well above her age and has an answer for everything, usually the right one. Average of 7.3 across the board, with a big spread between English Literature and English Language. 20 behaviour points, mostly talking, phones and being late to period one. 92.8% attendance - enough to trigger a letter home but not a fine. At home it's mum only, in a terraced house shared with an aunt's family. The family are on the phone to the office constantly - engaged, if a bit much. Would rather be at cheerleading than in any lesson and says so openly."
